name,JavaScript,Python,SQL,TypeScript,Java,C#,C++
dev_23440,0,0,0,0,0,0,1
dev_23441,1,1,1,0,0,0,0
dev_23442,1,1,1,0,1,0,1
dev_23443,0,1,1,0,0,0,0
dev_23444,0,1,0,0,1,0,0
dev_23445,0,1,1,0,1,0,0
dev_23446,0,1,1,0,1,0,0
dev_23447,1,1,1,1,1,0,0
dev_23448,1,1,0,0,0,1,1
dev_23449,0,0,0,1,0,0,1
dev_23450,1,0,0,0,0,0,0
dev_23451,0,0,1,0,0,0,0
dev_23452,1,1,1,1,0,0,0
dev_23453,1,0,0,1,0,0,0
dev_23454,1,0,0,1,1,0,1
dev_23455,1,0,1,0,0,1,0
dev_23456,1,1,1,1,1,0,0
dev_23457,1,0,1,0,0,0,0
dev_23458,1,0,1,1,0,1,0
dev_23459,1,1,1,1,1,0,0
dev_23460,0,0,1,0,0,0,0
dev_23461,1,0,1,1,0,0,0
dev_23462,0,0,1,0,0,0,0
dev_23463,0,1,0,0,0,0,0
dev_23464,1,0,1,1,0,0,1
dev_23465,1,1,1,1,0,1,0
dev_23466,0,1,1,0,0,1,1
dev_23467,1,1,1,1,0,1,0
dev_23468,1,1,1,0,1,0,0
dev_23469,0,1,1,0,0,0,0
dev_23470,1,1,1,1,0,1,1
dev_23471,1,1,0,0,0,1,1
dev_23472,1,0,0,1,0,0,0
dev_23473,1,1,0,1,0,0,0
dev_23474,1,1,0,1,0,0,0
dev_23475,0,1,0,0,1,0,0
dev_23476,1,1,1,1,1,1,1
dev_23477,1,1,0,0,0,1,1
dev_23478,0,1,1,0,1,0,0
dev_23479,0,0,1,0,0,0,0
dev_23480,0,0,1,0,0,1,0
dev_23481,0,1,0,0,0,0,0
dev_23482,1,0,0,1,0,0,0
dev_23483,1,0,1,0,0,0,0
dev_23484,1,0,1,1,0,1,0
dev_23485,1,1,1,0,0,0,0
dev_23486,0,1,0,0,0,0,1
dev_23487,0,0,0,1,0,1,0
dev_23488,1,1,0,0,0,0,0
dev_23489,1,1,0,0,0,1,1
dev_23490,1,1,1,0,1,0,0
dev_23491,1,0,1,0,1,0,0
dev_23492,1,1,1,1,0,1,0
dev_23493,1,0,1,0,0,0,0
dev_23494,1,1,1,1,1,1,0
dev_23495,1,0,1,0,0,0,0
dev_23496,0,1,1,0,0,1,1
dev_23497,1,0,1,1,1,0,0
dev_23498,0,1,0,0,0,0,0
dev_23499,1,1,1,0,0,0,0
dev_23500,0,1,0,0,0,0,0
dev_23501,1,0,1,0,0,0,0
dev_23502,1,1,0,1,0,0,1
dev_23503,1,1,1,1,1,0,0
dev_23504,0,0,0,1,1,0,0
dev_23505,1,0,1,1,0,0,0
dev_23506,1,0,1,1,0,1,1
dev_23507,0,0,1,0,0,1,0
dev_23508,0,0,0,0,1,0,0
dev_23509,1,0,1,0,0,0,0
dev_23510,1,1,0,0,0,0,0
dev_23511,1,1,1,0,0,0,0
dev_23512,1,1,1,0,1,0,0
dev_23513,0,1,1,0,0,0,0
dev_23514,1,1,1,1,0,0,0
dev_23515,0,0,1,0,0,1,0
dev_23516,1,1,1,1,0,0,0
dev_23517,1,0,1,0,0,0,0
dev_23518,1,1,1,0,0,0,1
dev_23519,0,0,0,0,0,1,1
dev_23520,1,1,1,1,0,0,0
dev_23521,1,0,1,0,0,0,0
dev_23522,1,0,0,1,1,0,0
dev_23523,0,0,1,0,0,0,0
dev_23524,1,0,1,1,1,1,0
dev_23525,0,0,0,1,0,0,0
dev_23526,0,0,1,1,0,1,0
dev_23527,0,0,0,0,0,1,0
dev_23528,1,0,0,1,0,0,0
dev_23529,1,1,1,1,0,1,0
dev_23530,1,0,1,1,0,0,0
dev_23531,0,0,0,0,1,0,0
dev_23532,0,1,1,0,0,1,0
dev_23533,0,1,1,0,0,0,0
dev_23534,1,0,1,0,0,0,0
dev_23535,1,0,1,1,0,1,0
dev_23536,1,0,1,1,0,0,0
dev_23537,1,1,0,1,0,0,0
dev_23538,1,1,1,0,0,0,1
dev_23539,1,0,0,1,0,0,0
dev_23540,0,1,0,0,0,0,1
dev_23541,1,0,1,0,1,1,0
dev_23542,0,0,1,0,0,0,0
dev_23543,1,0,1,1,0,0,0
dev_23544,0,1,1,1,1,0,1
dev_23545,0,0,1,0,0,0,1
dev_23546,0,1,1,0,1,0,0
dev_23547,1,0,1,0,0,0,0
dev_23548,1,0,0,1,0,1,1
dev_23549,1,1,0,0,0,0,0
dev_23550,1,1,1,0,0,0,0
dev_23551,1,0,1,1,0,0,0
dev_23552,1,0,1,0,0,0,0
dev_23553,1,0,0,1,1,0,0
dev_23554,1,1,1,0,1,0,0
dev_23555,0,1,0,0,0,0,1
dev_23556,1,0,1,1,1,0,0
dev_23557,1,0,0,1,0,0,0
dev_23558,1,0,1,0,0,0,0
dev_23559,1,1,1,0,1,0,1
dev_23560,0,1,0,1,0,0,1
dev_23561,1,0,1,1,1,0,0
dev_23562,0,1,0,0,0,0,0
dev_23563,1,0,1,0,0,1,0
dev_23564,1,0,0,1,1,0,0
dev_23565,0,0,0,1,1,0,0
dev_23566,0,0,0,1,0,0,0
dev_23567,1,1,1,1,0,0,1
dev_23568,1,0,1,0,1,0,0
dev_23569,1,1,1,1,0,1,0
dev_23570,1,1,1,0,1,1,1
dev_23571,1,1,1,1,1,1,1
dev_23572,1,1,0,1,1,0,1
dev_23573,1,1,0,0,0,0,0
dev_23574,1,0,0,1,0,0,0
dev_23575,1,1,1,0,0,1,0
dev_23576,0,1,0,0,0,0,1
dev_23577,0,0,0,1,0,1,0
dev_23578,1,1,1,1,1,0,0
dev_23579,1,1,0,0,0,0,0
dev_23580,0,0,0,0,1,0,0
dev_23581,1,1,1,1,1,0,0
dev_23582,0,1,1,0,0,0,0
dev_23583,0,1,0,0,0,0,0
dev_23584,0,1,0,0,0,0,1
dev_23585,0,0,0,1,0,0,0
dev_23586,1,1,1,0,1,0,0
dev_23587,1,0,0,0,0,0,0
dev_23588,1,1,1,0,1,0,0
dev_23589,1,1,1,1,1,1,1
dev_23590,0,0,1,0,1,0,0
dev_23591,1,0,1,0,1,0,0
dev_23592,0,1,0,0,0,0,1
dev_23593,0,1,0,0,0,0,0
dev_23594,1,0,0,0,1,0,1
dev_23595,0,0,0,0,1,0,1
dev_23596,1,0,1,1,0,0,0
dev_23597,1,0,1,0,1,1,0
dev_23598,1,0,1,1,0,0,0
dev_23599,1,1,0,0,1,0,1
dev_23600,1,0,1,1,1,0,1
dev_23601,0,0,1,1,0,0,0
dev_23602,0,1,0,0,0,1,0
dev_23603,1,0,1,0,0,1,0
dev_23604,1,0,0,0,0,0,0
dev_23605,1,1,1,0,1,1,1
dev_23606,0,1,0,0,0,0,0
dev_23607,1,1,1,1,0,0,1
dev_23608,1,0,1,1,0,0,0
dev_23609,1,1,1,0,0,1,0
dev_23610,0,0,1,0,0,1,0
dev_23611,0,0,0,0,0,0,1
dev_23612,1,1,0,1,0,0,0
dev_23613,1,0,1,0,0,0,0
dev_23614,1,0,1,0,0,1,0
dev_23615,0,1,0,0,0,0,0
dev_23616,0,0,0,1,0,0,0
dev_23617,0,1,1,0,0,0,0
dev_23618,1,1,1,1,1,0,1
dev_23619,1,1,1,0,1,0,0
dev_23620,1,0,1,1,0,0,0
dev_23621,0,1,0,0,0,0,0
dev_23622,1,1,0,0,1,0,0
dev_23623,1,1,0,0,1,0,0
dev_23624,1,0,1,1,0,0,0
dev_23625,1,0,0,1,0,0,0
dev_23626,0,1,1,0,0,0,0
dev_23627,1,0,1,1,0,0,0
dev_23628,1,1,0,1,0,1,1
dev_23629,0,0,1,0,1,0,0
dev_23630,1,0,0,0,0,0,0
dev_23631,1,1,1,0,1,0,1
dev_23632,0,0,0,0,1,0,1
dev_23633,1,0,1,1,0,1,1
dev_23634,1,1,0,0,1,1,1
dev_23635,1,1,0,0,0,0,1
dev_23636,0,1,1,0,1,1,0
dev_23637,0,1,0,0,0,0,0
dev_23638,1,1,1,0,0,1,1
dev_23639,1,0,0,0,0,1,0
dev_23640,0,1,0,0,0,0,0
dev_23641,0,0,0,0,1,0,1
dev_23642,0,1,0,0,0,1,1
dev_23643,1,1,0,1,0,0,0
dev_23644,0,1,0,0,1,0,0
dev_23645,1,0,0,1,0,0,0
dev_23646,1,0,0,1,1,0,0
dev_23647,1,0,0,0,0,0,0
dev_23648,1,1,1,0,0,1,0
dev_23649,1,1,0,1,0,0,1
dev_23650,1,0,1,0,0,0,1
dev_23651,1,0,1,0,1,0,0
dev_23652,1,1,1,1,0,0,0
dev_23653,1,1,0,1,0,0,0
dev_23654,1,1,1,0,0,0,0
dev_23655,1,0,0,1,1,0,0
dev_23656,0,1,1,0,0,0,0
dev_23657,1,0,0,1,0,0,0
dev_23658,1,1,1,0,0,0,0
dev_23659,0,0,0,0,0,1,1
dev_23660,0,1,0,0,0,0,0
dev_23661,1,0,0,1,1,0,0
dev_23662,0,1,1,0,0,0,0
dev_23663,0,1,1,0,0,0,0
dev_23664,1,1,1,1,0,1,0
dev_23665,1,1,0,1,0,1,1
dev_23666,1,0,0,1,0,1,1
dev_23667,1,1,0,0,0,0,1
dev_23668,1,0,1,0,0,1,0
dev_23669,1,0,0,1,0,0,0
dev_23670,0,1,0,0,0,1,1
dev_23671,1,1,1,0,0,0,1
dev_23672,1,1,1,1,0,1,0
dev_23673,1,1,0,1,1,0,0
dev_23674,1,1,1,1,0,0,0
dev_23675,0,0,1,0,1,0,0
dev_23676,1,0,1,1,1,0,0
dev_23677,1,0,1,1,0,1,0
dev_23678,1,1,1,1,0,0,0
dev_23679,1,1,1,0,0,0,0
dev_23680,0,1,0,1,1,0,0
dev_23681,1,1,1,0,1,0,1
dev_23682,1,1,1,1,0,1,0
dev_23683,1,0,1,0,1,1,0
dev_23684,0,1,0,0,0,0,0
dev_23685,1,0,1,1,0,1,0
dev_23686,1,0,0,0,0,1,0
dev_23687,1,1,0,1,1,0,1
dev_23688,1,1,1,1,1,0,0
dev_23689,1,0,0,1,0,0,0
dev_23690,1,0,1,0,0,0,0
dev_23691,1,0,1,1,0,1,0
dev_23692,1,0,1,1,0,0,0
dev_23693,1,1,1,1,0,0,0
dev_23694,1,0,1,0,1,1,0
dev_23695,0,1,1,1,0,0,0
dev_23696,0,0,0,0,1,0,0
dev_23697,1,1,1,0,1,0,0
dev_23698,0,1,0,0,0,0,1
dev_23699,1,1,1,1,0,0,0
dev_23700,1,0,1,1,0,0,0
dev_23701,1,1,1,0,1,0,1
dev_23702,0,1,0,0,0,0,0
dev_23703,1,1,1,0,1,0,1
dev_23704,1,0,0,0,0,0,0
dev_23705,1,1,0,1,0,0,1
dev_23706,0,1,1,0,1,0,0
dev_23707,1,0,1,1,0,0,0
dev_23708,1,0,1,1,0,1,0
dev_23709,1,0,1,1,0,1,1
dev_23710,0,0,1,0,1,0,0
dev_23711,1,1,0,0,1,0,1
dev_23712,1,0,1,1,0,0,0
dev_23713,1,1,0,0,1,0,0
dev_23714,0,0,1,0,0,1,0
dev_23715,1,0,1,0,0,0,0
dev_23716,0,1,0,0,0,0,1
dev_23717,1,0,0,0,1,1,0
dev_23718,1,0,0,1,0,0,0
dev_23719,1,0,1,1,1,0,0
dev_23720,1,0,1,0,0,0,0
dev_23721,1,1,0,1,0,0,0
dev_23722,1,0,0,0,0,0,0
dev_23723,0,0,1,0,0,0,0
dev_23724,0,0,1,0,1,1,0
dev_23725,1,0,1,0,0,0,0
dev_23726,0,1,1,0,1,0,0
dev_23727,1,1,0,0,0,0,0
dev_23728,1,1,0,1,0,0,0
dev_23729,1,0,0,1,0,1,0
dev_23730,0,1,1,0,0,0,0
dev_23731,0,1,1,0,0,0,0
dev_23732,1,0,0,1,0,0,0
dev_23733,0,1,1,0,0,0,0
dev_23734,1,1,0,0,0,1,0
dev_23735,0,1,0,0,0,0,0
dev_23736,0,0,0,0,0,1,0
dev_23737,0,1,0,0,1,0,1
dev_23738,1,0,0,1,0,0,0
dev_23739,0,1,0,0,0,0,0
dev_23740,0,0,0,0,1,0,0
dev_23741,0,1,0,0,0,0,0
dev_23742,0,0,0,1,0,0,0
dev_23743,1,1,0,0,0,0,0
dev_23744,1,0,1,1,0,1,0
dev_23745,1,1,1,1,1,0,0
dev_23746,0,0,1,1,1,0,1
dev_23747,1,0,1,1,0,0,0
dev_23748,0,0,1,0,0,0,0
dev_23749,1,1,0,1,0,0,0
dev_23750,0,1,1,1,0,0,0
dev_23751,1,1,0,0,1,0,1
dev_23752,1,0,0,1,0,0,0
dev_23753,0,0,0,0,0,1,0
dev_23754,1,1,0,0,0,0,0
dev_23755,0,1,0,0,0,0,1
dev_23756,0,1,1,0,1,0,1
dev_23757,0,1,0,0,0,0,1
dev_23758,1,1,1,0,0,0,0
dev_23759,0,0,1,0,1,0,0
dev_23760,0,1,1,0,0,0,1
dev_23761,0,0,0,0,0,1,1
dev_23762,0,1,0,0,0,0,1
dev_23763,1,1,1,0,0,0,1
dev_23764,0,1,0,0,0,0,0
dev_23765,1,0,0,0,1,0,0
dev_23766,1,0,0,1,0,0,0
dev_23767,1,1,1,0,1,1,1
dev_23768,1,0,1,1,0,0,0
dev_23769,0,1,0,0,0,0,1
dev_23770,1,0,1,0,1,0,0
dev_23771,1,0,0,0,0,0,0
dev_23772,0,1,1,0,0,0,0
dev_23773,1,1,1,1,1,0,0
dev_23774,0,0,1,0,0,1,0
dev_23775,0,0,0,0,0,0,1
dev_23776,1,0,1,0,0,0,0
dev_23777,1,1,1,0,1,0,1
dev_23778,0,1,1,0,0,0,0
dev_23779,1,0,0,0,0,0,0
dev_23780,1,1,1,1,0,1,0
dev_23781,0,1,0,0,1,0,0
dev_23782,1,0,0,0,0,0,0
dev_23783,0,1,1,0,0,0,0
dev_23784,1,1,1,1,1,0,0
dev_23785,1,1,1,0,0,0,0
dev_23786,1,1,0,1,0,0,0
dev_23787,1,1,1,1,1,0,1
dev_23788,1,1,1,1,0,0,0
dev_23789,1,0,0,0,0,0,0
dev_23790,1,0,1,1,0,1,0
dev_23791,0,1,0,0,0,0,0
dev_23792,1,1,1,1,1,0,1
dev_23793,1,1,0,0,0,0,0
dev_23794,0,1,1,0,0,0,1
dev_23795,1,0,1,1,0,1,0
dev_23796,1,1,0,1,1,0,0
dev_23797,1,1,1,1,1,0,0
dev_23798,0,1,0,0,0,0,1
dev_23799,1,0,0,1,0,0,0
dev_23800,1,1,1,0,1,0,0
dev_23801,1,1,1,0,1,0,1
dev_23802,0,1,0,0,1,0,0
dev_23803,1,1,1,1,0,1,0
dev_23804,1,1,1,1,0,0,1
dev_23805,0,1,0,0,0,0,0
dev_23806,1,0,0,0,0,1,0
dev_23807,1,1,0,0,0,0,0
dev_23808,1,0,0,0,0,0,1
dev_23809,0,1,0,0,1,0,0
dev_23810,0,0,0,0,0,0,1
dev_23811,0,0,1,0,0,0,0
dev_23812,1,0,0,1,0,0,0
dev_23813,1,1,1,1,1,1,0
dev_23814,0,1,0,0,1,0,1
dev_23815,1,0,0,1,0,0,0
dev_23816,1,0,0,0,0,0,0
dev_23817,1,1,0,0,0,0,0
dev_23818,0,1,0,0,0,0,0
dev_23819,1,0,0,0,0,0,0
dev_23820,0,0,0,0,0,0,1
dev_23821,1,0,1,1,0,1,0
dev_23822,1,1,0,1,1,0,1
dev_23823,1,0,0,0,1,0,1
dev_23824,0,0,0,1,0,0,0
dev_23825,1,0,0,1,1,0,0
dev_23826,1,1,1,0,1,0,0
dev_23827,1,1,1,1,1,0,1
dev_23828,0,0,0,0,0,1,0
dev_23829,1,1,1,1,1,0,1
dev_23830,1,1,0,0,0,0,1
dev_23831,1,0,1,1,1,0,0
dev_23832,1,1,1,1,0,1,0
dev_23833,1,1,1,1,0,0,0
dev_23834,1,0,1,1,0,1,0
dev_23835,0,1,1,0,0,0,1
dev_23836,0,1,0,0,0,0,1
dev_23837,0,1,0,0,0,0,0
dev_23838,1,1,1,1,1,0,0
dev_23839,1,1,0,0,0,0,0
dev_23840,0,0,0,1,0,0,0
dev_23841,0,1,0,0,0,0,0
dev_23842,1,1,1,0,0,0,1
dev_23843,1,0,1,1,1,0,0
dev_23844,0,1,1,0,0,0,0
dev_23845,1,1,0,1,1,0,0
dev_23846,1,1,1,1,0,1,0
dev_23847,0,0,1,0,0,1,0
dev_23848,1,1,0,0,0,0,0
dev_23849,0,1,1,0,0,0,0
dev_23850,0,1,1,0,1,0,0
dev_23851,0,0,0,0,0,0,1
dev_23852,0,1,1,0,0,0,0
dev_23853,0,1,0,0,0,0,0
dev_23854,1,1,0,0,1,0,1
dev_23855,0,1,0,0,0,0,1
dev_23856,0,1,0,0,1,0,0
dev_23857,1,1,1,0,0,0,0
dev_23858,1,0,0,0,1,0,0
dev_23859,1,0,1,1,0,0,0
dev_23860,1,1,1,0,1,0,0
dev_23861,0,0,1,0,0,1,0
dev_23862,1,1,0,0,1,1,1
dev_23863,1,1,1,1,1,0,0
dev_23864,1,0,1,0,0,0,0
dev_23865,1,1,1,0,0,0,0
dev_23866,0,1,0,0,0,0,0
dev_23867,1,0,0,0,0,1,1
dev_23868,1,1,1,0,0,0,0
dev_23869,0,1,0,0,0,0,1
dev_23870,1,0,1,1,0,0,0
dev_23871,1,0,1,0,1,0,0
dev_23872,0,1,1,0,0,1,1
dev_23873,1,0,0,0,0,0,0
dev_23874,0,1,1,0,0,1,0
dev_23875,1,1,0,1,1,0,0
dev_23876,1,0,0,1,0,0,0
dev_23877,0,1,1,0,1,0,1
dev_23878,1,1,1,1,1,1,1
dev_23879,0,0,1,1,0,0,0
dev_23880,0,1,0,0,0,0,0
dev_23881,0,1,1,0,0,0,0
dev_23882,1,1,1,1,0,0,0
dev_23883,0,0,0,0,0,0,1
dev_23884,1,1,0,0,0,0,1
dev_23885,0,1,0,0,0,1,0
dev_23886,1,0,1,0,0,0,0
dev_23887,1,1,0,1,0,0,0
dev_23888,1,1,1,0,0,1,1
dev_23889,1,0,0,1,0,0,0
dev_23890,1,1,0,1,0,1,1
dev_23891,1,1,0,1,1,0,0
dev_23892,1,1,1,0,1,0,1
dev_23893,1,1,0,0,1,0,1
dev_23894,0,0,0,0,0,1,1
dev_23895,1,1,0,1,0,0,0
dev_23896,1,1,1,1,1,1,1
dev_23897,0,1,1,0,0,0,0
dev_23898,0,0,1,0,0,1,0
dev_23899,1,0,1,0,0,1,1
dev_23900,1,1,1,1,1,0,0
dev_23901,1,1,0,1,1,0,0
dev_23902,1,1,1,1,0,0,0
dev_23903,1,0,0,0,0,0,0
dev_23904,0,1,1,0,0,0,0
dev_23905,0,0,0,0,0,1,0
dev_23906,0,0,0,0,0,0,1
dev_23907,1,1,1,0,0,0,0
dev_23908,1,0,1,0,0,0,0
dev_23909,1,1,1,0,1,0,0
dev_23910,0,1,0,0,0,0,0
dev_23911,1,0,1,1,1,1,1
dev_23912,1,1,1,1,1,0,0
dev_23913,1,1,1,1,0,0,0
dev_23914,1,1,1,0,0,0,1
dev_23915,1,1,0,0,0,0,0
dev_23916,1,0,0,1,0,0,0
dev_23917,1,1,1,0,1,1,1
dev_23918,1,1,0,1,0,0,0
dev_23919,1,1,1,1,1,1,1
dev_23920,1,1,1,0,1,1,1
dev_23921,1,1,1,1,0,0,0
dev_23922,0,1,0,0,0,0,0
dev_23923,0,1,1,0,0,0,0
dev_23924,1,1,1,1,0,0,0
dev_23925,1,0,1,0,0,0,0
dev_23926,1,1,1,0,0,0,1
dev_23927,1,1,0,0,1,0,1
dev_23928,0,0,1,1,0,1,0
dev_23929,0,1,0,0,0,0,1
dev_23930,0,1,1,0,0,0,1
dev_23931,0,1,0,0,0,0,0
dev_23932,1,1,1,1,1,0,0
dev_23933,1,1,1,0,0,0,0
dev_23934,0,1,0,0,0,0,0
dev_23935,0,1,1,0,0,0,0
dev_23936,1,1,1,0,0,0,1
dev_23937,1,0,1,0,0,1,0
dev_23938,1,0,1,0,1,1,0
dev_23939,1,1,1,1,1,0,1
dev_23940,0,1,0,0,0,0,0
dev_23941,1,0,0,0,0,0,0
dev_23942,0,1,1,0,0,0,0
dev_23943,1,1,0,1,0,0,0
dev_23944,1,0,0,0,0,0,0
dev_23945,0,0,1,1,0,1,0
dev_23946,1,1,1,0,1,0,0
dev_23947,0,1,1,0,0,0,1
dev_23948,0,1,1,0,0,0,0
dev_23949,1,1,1,0,0,0,0
dev_23950,1,1,1,1,1,1,1
dev_23951,0,1,0,0,1,1,0
dev_23952,1,0,0,1,0,0,0
dev_23953,1,0,1,1,0,0,0
dev_23954,1,0,1,1,0,0,0
dev_23955,1,1,1,1,1,1,0
dev_23956,1,1,0,1,1,0,0
dev_23957,0,1,1,0,0,0,0
dev_23958,1,1,0,1,0,1,0
dev_23959,1,1,1,1,0,0,0
dev_23960,1,1,1,1,1,1,1
dev_23961,0,1,0,0,0,1,0
dev_23962,0,0,1,1,1,0,0
dev_23963,1,0,0,0,1,1,0
dev_23964,0,1,0,0,0,0,0
dev_23965,1,1,0,0,0,0,0
dev_23966,1,1,1,1,1,1,1
dev_23967,1,1,0,0,0,0,1
dev_23968,1,0,0,1,0,0,0
dev_23969,0,0,0,0,0,1,1
dev_23970,0,0,1,0,0,0,0
dev_23971,1,0,0,1,0,0,0
dev_23972,0,0,0,0,1,1,1
dev_23973,1,0,0,1,0,0,0
dev_23974,0,1,1,0,0,0,0
dev_23975,1,1,1,1,1,0,1
dev_23976,1,1,0,0,0,0,0
dev_23977,1,0,0,0,0,1,0
dev_23978,0,0,1,0,0,1,0
dev_23979,1,0,0,1,0,0,0
dev_23980,1,0,1,0,1,0,1
dev_23981,1,0,0,1,0,0,0
dev_23982,1,0,0,1,0,0,0
dev_23983,0,1,0,0,0,0,0
dev_23984,1,0,0,0,0,1,1
dev_23985,1,1,1,0,1,0,0
dev_23986,1,0,0,0,0,0,0
dev_23987,1,1,0,0,0,0,0
dev_23988,1,0,1,0,0,0,0
dev_23989,0,1,0,0,0,0,0
dev_23990,1,1,1,0,0,0,0
dev_23991,0,1,0,0,0,0,0
dev_23992,1,0,0,1,0,0,0
dev_23993,0,0,0,0,0,0,1
dev_23994,0,1,1,1,0,1,0
dev_23995,1,0,1,1,0,0,0
dev_23996,1,0,0,1,0,0,0
dev_23997,1,1,1,0,0,0,0
dev_23998,0,1,1,0,1,0,0
dev_23999,1,1,1,1,1,1,1
dev_24000,1,0,1,0,1,0,0
dev_24001,1,0,0,0,0,0,0
dev_24002,1,0,0,1,1,0,0
dev_24003,1,0,1,0,0,1,0
dev_24004,1,1,1,1,0,0,1
dev_24005,0,1,0,0,0,0,0
dev_24006,0,0,1,0,0,0,0
dev_24007,1,1,0,1,1,0,0
dev_24008,0,1,0,0,0,0,0
dev_24009,1,1,1,1,1,0,0
dev_24010,1,0,0,1,1,0,0
dev_24011,1,1,0,0,0,0,1
dev_24012,1,0,0,0,0,0,0
dev_24013,1,1,1,1,0,0,1
dev_24014,1,1,1,1,1,0,1
dev_24015,1,0,0,0,0,0,0
dev_24016,1,1,0,0,0,0,1
dev_24017,0,1,1,1,0,0,0
dev_24018,0,0,1,0,0,0,0
dev_24019,0,1,1,0,0,0,0
dev_24020,1,0,1,1,0,0,0
dev_24021,1,1,1,0,0,0,0
dev_24022,0,1,1,1,0,0,0
dev_24023,1,1,1,1,1,0,0
dev_24024,1,1,0,1,0,0,0
dev_24025,1,0,0,1,1,0,0
dev_24026,0,0,0,0,1,0,0
dev_24027,0,1,1,0,1,0,1
dev_24028,1,1,1,1,1,0,1
dev_24029,1,1,1,0,1,0,1
dev_24030,1,0,0,0,0,0,0
dev_24031,0,1,1,0,1,0,1
dev_24032,0,0,0,1,0,0,0
dev_24033,0,1,0,0,0,0,0
dev_24034,0,0,0,0,0,1,0
dev_24035,0,1,1,1,0,0,0
dev_24036,1,1,1,0,0,0,0
dev_24037,0,1,0,0,0,0,0
dev_24038,1,1,0,0,0,0,1
dev_24039,1,0,1,0,0,0,0
dev_24040,0,0,0,0,0,0,1
dev_24041,1,1,0,0,0,0,0
dev_24042,1,1,1,0,1,1,1
dev_24043,0,1,1,0,1,1,0
dev_24044,1,0,0,1,0,0,0
dev_24045,0,1,1,0,0,0,1
dev_24046,1,1,1,1,1,0,0
dev_24047,0,0,1,0,0,0,0
dev_24048,1,0,0,0,1,0,0
dev_24049,1,0,0,1,0,1,0
dev_24050,1,1,1,1,1,1,1
dev_24051,1,1,1,1,1,0,0
dev_24052,0,1,0,0,0,0,0
dev_24053,1,0,0,0,0,0,0
dev_24054,1,1,0,1,1,0,0
dev_24055,0,0,0,0,1,0,0
dev_24056,0,0,0,1,0,0,1
dev_24057,0,1,1,1,1,1,0
dev_24058,1,0,1,1,1,0,1
dev_24059,1,1,1,0,1,0,1
dev_24060,0,1,0,0,0,0,1
dev_24061,1,1,1,0,1,0,1
dev_24062,1,1,1,0,0,0,0
dev_24063,1,1,1,0,0,0,0
dev_24064,1,0,0,1,0,0,0
dev_24065,0,1,0,0,0,0,0
dev_24066,1,0,1,1,0,1,1
dev_24067,0,1,1,0,1,1,1
dev_24068,1,1,1,0,1,1,1
dev_24069,1,0,1,0,1,0,0
dev_24070,1,0,1,0,0,0,0
dev_24071,0,0,0,0,0,0,1
dev_24072,0,0,0,0,1,0,0
dev_24073,0,1,0,0,0,1,0
dev_24074,1,1,0,0,0,0,0
dev_24075,1,0,0,0,0,0,0
dev_24076,1,0,0,1,1,0,0
dev_24077,0,0,1,0,0,1,0
dev_24078,1,0,0,0,0,0,0
dev_24079,1,1,0,0,0,0,0
dev_24080,0,1,1,0,0,0,0
dev_24081,1,0,0,1,0,0,0
dev_24082,0,1,0,0,0,0,1
dev_24083,1,0,1,0,1,0,0
dev_24084,1,0,1,0,1,0,0
dev_24085,1,1,1,0,1,1,0
dev_24086,1,0,1,1,0,0,0
dev_24087,1,1,0,1,1,0,0
dev_24088,1,0,0,0,0,0,0
dev_24089,0,1,1,0,0,0,0
dev_24090,0,1,1,0,1,0,1
dev_24091,1,1,1,1,0,0,0
dev_24092,1,1,1,0,0,1,0
dev_24093,0,0,0,0,0,1,0
dev_24094,1,0,1,1,0,1,0
dev_24095,1,1,1,1,0,0,0
dev_24096,1,0,0,0,0,0,0
dev_24097,1,1,1,1,1,0,1
dev_24098,1,1,1,0,0,0,0
dev_24099,1,0,1,0,0,0,0
dev_24100,0,1,0,0,0,0,0
dev_24101,1,1,1,1,1,1,1
dev_24102,1,0,0,0,0,0,1
dev_24103,1,1,0,1,1,0,1
dev_24104,0,0,0,0,1,0,0
dev_24105,1,1,1,0,1,1,1
dev_24106,1,0,0,1,0,0,0
dev_24107,0,1,0,0,0,0,0
dev_24108,1,0,1,1,0,0,0
dev_24109,1,0,1,0,1,0,1
dev_24110,1,0,0,1,0,0,1
dev_24111,0,1,1,0,1,0,1
dev_24112,1,0,1,1,0,0,0
dev_24113,1,0,0,0,1,0,0
dev_24114,1,1,0,1,0,0,1
dev_24115,0,0,0,0,1,0,0
dev_24116,0,1,0,1,0,0,0
dev_24117,1,1,1,1,1,0,0
dev_24118,1,0,1,1,1,1,0
dev_24119,0,0,0,0,1,0,0
dev_24120,1,1,1,0,1,1,1
dev_24121,1,0,1,0,1,1,0
dev_24122,1,1,0,1,1,1,1
dev_24123,1,1,1,1,0,0,0
dev_24124,0,0,1,0,1,0,0
dev_24125,1,1,1,0,0,1,0
dev_24126,0,1,1,0,1,0,0
dev_24127,1,1,1,1,1,0,0
dev_24128,1,0,0,0,0,0,1
dev_24129,1,1,1,0,1,1,0
dev_24130,1,1,0,1,1,0,0
dev_24131,0,0,0,1,1,0,0
dev_24132,0,1,0,1,0,0,0
dev_24133,0,1,0,0,0,0,1
dev_24134,0,1,0,0,1,1,0
dev_24135,0,1,0,0,0,0,1
dev_24136,0,0,0,0,0,1,0
dev_24137,0,1,0,0,0,0,0
